Channel,Recipient,Title,TypeOfSupport,FinancialInstrument,Sector,Ressort,Jahr,Klimafinanzierung in USD,Region,Kontinent
bilateral,Burkina Faso,Protracted Relief and Recovery Operation 200793 Developing Resilience and Fighting Malnutrition in Burkina Faso,cross-cutting,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,0.0,Westafrika,Afrika
bilateral,Burkina Faso,Improvement of the agricultural productiveness by ground-preserving and water-preserving measures ,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Westafrika,Afrika
bilateral,Burkina Faso,Promotion d'une agriculture durable,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Westafrika,Afrika
bilateral,Burkina Faso,Promotion durable de l´économie agricole,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Westafrika,Afrika
bilateral,Burundi,"SEWOH _Securing Water for improved Food and Nutrition Security in Kirundo, North Burundi",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,250290.0,Ostafrika,Afrika
bilateral,Burundi,"IKU: Integrated approach to sustainable resource protection through the creation of economic opportunities in the green economy, with a special focus on Youth, Burundi",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Burundi,Unterstützung des MEEATU (IGEBU)  zur Verbesserung des Grundwasserschutzes und IWRM,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,250000.0,Ostafrika,Afrika
bilateral,Burundi,Sector Programme Water and Sanitation,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,1000000.0,Ostafrika,Afrika
bilateral,Burundi,Ergebnisorientierte Finanzierung von Sexueller und Reproduktiver Gesundheit und Rechte (SRGR) VPT 2,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Burundi,"Restoration, protection and sustainable use of forest systems in Karusi",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,716400.0,Ostafrika,Afrika
bilateral,Burundi,Contributing to the food security of the poor in the communes of Muyinga,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,150000.0,Ostafrika,Afrika
bilateral,Burundi,Sustainable water and soil management for food security in catastrophe-prone areas,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Burundi,Reduction of the impacts of climate change on the availability of water and land ressources,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Burundi,"Country Programme 200119 „Community Household Resilience-Building and Disaster Risk Reduction Project"""" in Gitega, Kayanza and Karuzi Provinces",cross-cutting,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Burundi,SEWOH - Improved food situation due to acess to drinking water and increased agricultural production,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Burundi,"Participatory development of mechanisms for the adaptation to climate change in the provinces of Bubanza, Bujumbura Rural and Cibitoke in Burundi",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Burundi,Youth Empowerment Project 2018-2020,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Cameroon,Appui financier au PSFE,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Promotion of organic agriculture,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Sustainable resource management in Cameroon,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Beratung zu nachhaltigem Bodenwasser-Management und Bodenerhalt im ländlichen Raum,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Training in the processing and marketing of organic food products,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,PV Sustainable Resource Management in Cameroon,mitigation,Grant,Multisector (410),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,"Improvement of water supply and hygiene education in the diocese of Kumbo, Cameroon",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,257500.0,Zentralafrika,Afrika
bilateral,Cameroon,Extension of the voccational training center for small scale farming in the Noun District,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,181000.0,Zentralafrika,Afrika
bilateral,Cameroon,"Promotion of production and marketing of products from organic agricultur, continuation.",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,112500.0,Zentralafrika,Afrika
bilateral,Cameroon,Empowerment of small scale farmers in the diocese of Bafoussam,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,300000.0,Zentralafrika,Afrika
bilateral,Cameroon,"Strengthening sustainable and small-scale farming in Garoua, Cameroon",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Support to implementation of national forest and environmental program,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,"Vocational training in organic agriculture, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,190000.0,Zentralafrika,Afrika
bilateral,Cameroon,Advice on sustainable soil-water management and soil conservation in rural areas of Cameroon,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,"Support for the rural farming school and capacity building for small scale farmers in Noun, Cameroon",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Informations de géoressources pour l'aménagement du territoire dans les régions Sud-Ouest et Nord-Cameroun,mitigation,Grant,Multisector (410),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Strengthening rural development and sustainable agriculture in Cameroon,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Strengthening human rights and peaceful cohabitation in rural areas of northern Cameroon,adaptation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Integrated climate and environmental protection.,adaptation,Grant,Multisector (410),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Promotion of sustainable agriculture for small farmer groups in the Nkongsamba diocese,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,"Decentralized water supply and sanitation in rural areas, Cameroon",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Food Security and support for the construction of civil society,adaptation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Locally adapated construction of CIPCRE office building 2nd phase,mitigation,Grant,Multisector (410),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Amplifying access to potable and tap water in Northern Cameroon,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Strengthening Sustainable Development Initiatives and Peacebuilding,adaptation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Program for Sustainable Management of natural Ressources - South West Region (PSMNR-SWR),cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Programm zur Unterstützung der Komponenten Wald und Umwelt (PFE),cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,"Strengthening small-scale farming in the diocese of Yagoua, Cameroon",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Construction of office space in the diocese of Bafoussam,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,278000.0,Zentralafrika,Afrika
bilateral,Cameroon,Support to rural development,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Cameroon,Agriculture/rural development,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Central African Republic,Support for the reconstruction of agricultural production in Ombel-la-M`poko Prefecture,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,175000.0,Zentralafrika,Afrika
bilateral,Central African Republic,Food security and WASH-Assistance for the vulnerable conflict affected population in Paoua,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,625000.0,Zentralafrika,Afrika
bilateral,Central African Republic,"Agricultural vocational training for unemployed youth and internally displaced persons in Bangui region, Ombela Mpoko prefecture",adaptation,Grant,Humanitarian Aid (730),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Central African Republic,Promotion of the use or quality seeds of adapted varieties in the Central African Republic,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Central African Republic,Creation of employment opportunities for women and young people,adaptation,Grant,Other Multisector (430),BMZ,2021,1387500.0,Zentralafrika,Afrika
bilateral,Chad,Strengthening resilience and food security for people affected by drought and conflict at Lake Chad and the neighbouring Kanem region,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Chad,Supporting the strengthening of local development initiatives with the application of agro-ecol. approaches and the strengthening of social cohesion,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Chad,Facilitating access to potable water and improving hygiene standards in health facilities of the Protestant Health Network.,adaptation,Grant,Health (120),BMZ,2021,148500.0,Zentralafrika,Afrika
bilateral,Chad,"""""COM NORD - Integrated Municipal Development in Northern Chad""""",adaptation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Chad,Strengthening resilience for agricultural households for sustainable food and food security in the face of the consequences of climate change,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Chad,Reinforce resilience of Lac Chad community to enable them to face climate change and ensure a socio-economic integration of population ,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Chad,Chad Country Strategic Plan (CSP) ,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,6500000.0,Zentralafrika,Afrika
bilateral,Chad,Integration of refugees and improvement of food protection,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,2000000.0,Zentralafrika,Afrika
bilateral,Chad,"Strengthening resilience and promoting social cohesion of the population, returnees and refugees from the Central African Republic in Southern Chad",adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Chad,"Project to Support Food Security and Good Governance in the Canton Bagaye, continuation phase III",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Chad,"Improving food security of rural communities in Guéra, Batha and Salamat",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,210000.0,Zentralafrika,Afrika
bilateral,Chad,Disaster preparedness for food security in Chad,adaptation,Grant,Other Multisector (430),BMZ,2021,2500000.0,Zentralafrika,Afrika
bilateral,Chad,Building the resilience of communities affected by recurring food and nutritional crisis in Bahr-El-Gazal and Guéra ,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,Chad,Improving livelihoods in western Chad,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Zentralafrika,Afrika
bilateral,CICOS,Unterstützung der Kongobeckenkommission CICOS bei der Regulierung der Flussschifffahrt und dem Management der grenzüberschreitenden Wasserressourcen,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,Programme Sustainable Forest Management in the Congo Basin- Implementation of Access and Benefit Sharing - ABS- in COMIFAC member countries.,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,"Programm Nachhaltige Waldbewirtschaftung im Kongobecken - Umweltstiftung Tri-National de la Sangha (TNS), Finanzierungsfenster Republik Kamerun (Lobeke Park)",cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,"Die sozio-ökonomischen Lebensbedingungen der lokalen Bevölkerung,  die Erhaltung der Biodiversität und die Stabilisierung des Weltklimas sind durch nachhaltige Bewirtschaftung verbessert",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,Programme Sustainable Forest Management in the Congo Basin-Support of the Transboundary National Park BSB Yamoussa,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,Promotion of certified forest management,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,Soutien parcs nationaux transfrontaliers BSB Yamoussa III,cross-cutting,Grant,Multisector (410),BMZ,2021,5000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,Congo Basin Sustainable Forest Management Programme - Regional Support to COMIFAC,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,Programme de gestion durable des forets dans le bassin du Congo Fondation tri-national de la Sangha (FNTS) pour le volet Republique Camerun (Parc National de Lobeke),mitigation,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,COMIFAC,Programme Sustainable Forest Management in the Congo Basin - Environmental Foundation TNS,mitigation,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Côte d'Ivoire / Ivory Coast,Entwicklung der Natur- und Wirtschaftsräume Tai und Comoé,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310), Multisector (410), Other Multisector (430)",BMZ,2021,5000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Côte d'Ivoire / Ivory Coast,Formation professionelle pour le secteur des énergies renouvelables et de l'efficacité énergetique,mitigation,Grant,Education (110),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Côte d'Ivoire / Ivory Coast,Strengthening agricultural producer organisations and promoting social cohesion in western Côte d'Ivoire,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,199500.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Côte d'Ivoire / Ivory Coast,Vocational training in the sector of renewable energies and energy efficiency,mitigation,Grant,Education (110),BMZ,2021,4000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
